category,system_code,system_name,symptom_code,symptom_name,rule_code,judge_name,ttas_degree,nhi_degree
外傷,T11,會陰部及生殖器官外傷,T1102,會陰部及生殖器官穿刺傷,T110206,會陰部及生殖器槍傷,2,2
外傷,T11,會陰部及生殖器官外傷,T1102,會陰部及生殖器官穿刺傷,T110208,睪丸外露,2,2
外傷,T11,會陰部及生殖器官外傷,T1102,會陰部及生殖器官穿刺傷,T110207,凝血異常-危及生命或肢體的出血,2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110313,加壓後已止血,3,3
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110302,血行動力循環不足,2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110310,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110315,表淺撕裂性/出血已停止,4,4
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110304,急性中樞重度疼痛(8-10),2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110314,急性中樞輕度疼痛(＜4),4,4
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110305,高危險性受傷機轉,2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110307,無法控制的出血,2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110303,意識程度改變(GCS9-13),2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110309,輕度呼吸窘迫(92-94%),3,3
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110312,凝血異常-中度或輕度的出血,3,3
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110306,凝血異常-危及生命或肢體的出血,2,2
外傷,T11,會陰部及生殖器官外傷,T1103,會陰部及生殖器官撕裂傷、擦傷,T110316,擦傷,5,5
外傷,T12,肢體外傷,T1201,上肢鈍傷,T120104,中度呼吸窘迫(＜92%),2,2
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100113,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100114,急性中樞中度疼痛(4-7),3,3
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100108,急性中樞重度疼痛(8-10),2,2
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100117,急性中樞輕度疼痛(＜4),4,4
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100102,重度呼吸窘迫(＜90%),1,1
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100116,脊椎被長時間固定,3,3
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100109,高危險性受傷機轉,2,2
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100118,軟組織挫傷/血腫,5,5
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100104,無意識(GCS3-8),1,1
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100107,意識程度改變(GCS9-13),2,2
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100111,新出現的神經功能缺損,2,2
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100112,輕度呼吸窘迫(92-94%),3,3
外傷,T10,腰、背部外傷,T1001,腰、背部鈍傷,T100115,凝血異常-中度或輕度的出血,3,3
外傷,T04,眼睛外傷,T0401,眼睛鈍傷,T040106,無法評估眼睛受損情形,2,2
外傷,T04,眼睛外傷,T0401,眼睛鈍傷,T040104,視覺喪失,2,2
外傷,T04,眼睛外傷,T0401,眼睛鈍傷,T040108,凝血異常-中度或輕度的出血,3,3
外傷,T04,眼睛外傷,T0401,眼睛鈍傷,T040103,凝血異常-危及生命或肢體的出血,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040208,急性中樞中度疼痛(4-7),3,3
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040201,急性中樞重度疼痛(8-10),2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040210,急性中樞輕度疼痛(＜4),4,4
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040202,眼睛穿刺傷,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040203,眼睛槍傷,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040207,無法評估眼睛受損情形,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040206,視覺改變,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040205,視覺喪失,2,2
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040209,凝血異常-中度或輕度的出血,3,3
外傷,T04,眼睛外傷,T0402,眼睛穿刺傷,T040204,凝血異常-危及生命或肢體的出血,2,2
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050101,中度呼吸窘迫(＜92%),2,2
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050102,血行動力循環不足,2,2
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050106,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050110,急性周邊中度疼痛(4-7),4,4
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050107,急性周邊重度疼痛(8-10),3,3
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050111,急性周邊輕度疼痛(＜4),5,5
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050112,軟組織挫傷/血腫,5,5
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050103,意識程度改變(GCS9-13),2,2
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050109,腫脹變形疑似骨折,3,3
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050105,輕度呼吸窘迫(92-94%),3,3
外傷,T05,鼻子外傷,T0501,鼻子鈍傷,T050108,凝血異常-中度或輕度的出血,3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020313,急性中樞中度疼痛(4-7),3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020307,急性中樞重度疼痛(8-10),2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020316,急性中樞輕度疼痛(＜4),4,4
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020301,重度呼吸窘迫(＜90%),1,1
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020308,高危險性受傷機轉,2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020310,無法控制的出血,2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020303,無意識(GCS3-8),1,1
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020306,意識程度改變(GCS9-13),2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020311,輕度呼吸窘迫(92-94%),3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020314,凝血異常-中度或輕度的出血,3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020309,凝血異常-危及生命或肢體的出血,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070702,休克,1,1
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020318,擦傷,5,5
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030105,中度呼吸窘迫(<92%),2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030101,心跳/呼吸停止,1,1
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030112,輕度呼吸窘迫(92-94%),3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030118,急性周邊中度疼痛(4-7),4,4
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030103,休克,1,1
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030106,血行動力循環不足,2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030114,急性周邊重度疼痛(8-10),3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030120,急性周邊輕度疼痛(<4),5,5
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030115,凝血異常-中度或輕度的出血,3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030108,高危險性受傷機轉,2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030119,表淺撕裂性/出血已停止,4,4
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030102,重度呼吸窘迫(<90%),1,1
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030109,凝血異常-危及生命或肢體的出血,2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030121,軟組織挫傷/血腫,5,5
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030111,牙齒斷裂,2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030104,無意識(GCS3-8),1,1
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030107,意識程度改變(GCS9-13),2,2
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030116,腫脹變形疑似骨折/脫臼,3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030113,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030117,加壓後已止血,3,3
外傷,T03,顏面部外傷,T0301,顏面部鈍傷,T030110,無法控制的出血,2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030205,中度呼吸窘迫(<92%),2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030201,心跳/呼吸停止,1,1
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030203,休克,1,1
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030206,血行動力循環不足,2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030213,急性周邊重度疼痛(8-10),3,3
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030208,顏面部穿刺傷,2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030202,重度呼吸窘迫(<90%),1,1
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030204,無意識(GCS3-8),1,1
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030207,意識程度改變(GCS9-13),2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030212,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030211,輕度呼吸窘迫(92-94%),3,3
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030209,顏面部槍傷,2,2
外傷,T03,顏面部外傷,T0302,顏面部穿刺傷,T030210,凝血異常-危及生命或肢體的出血,2,2
外傷,T03,顏面部外傷,T0303,顏面部撕裂傷、擦傷,T030304,中度呼吸窘迫(<92%),2,2
外傷,T03,顏面部外傷,T0303,顏面部撕裂傷、擦傷,T030315,急性周邊中度疼痛(4-7),4,4
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010108,急性中樞重度疼痛(8-10),2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010119,急性中樞輕度疼痛(＜4),4,4
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010102,重度呼吸窘迫(＜90%),1,1
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010113,神經受損或肢體血管循環不佳徵象,2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010118,脊椎被長時間固定,3,3
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010109,高危險性受傷機轉,2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010104,無意識(GCS3-8),1,1
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010107,意識程度改變(GCS9-13),2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010111,槍傷(多重部位),2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010114,輕度呼吸窘迫(92-94%),3,3
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010117,凝血異常-中度或輕度的出血,3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020117,脊椎被長時間固定,3,3
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010112,凝血異常-危及生命或肢體的出血,2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010110,頭、頸、軀幹多重部位鈍傷/穿刺傷,2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020105,中度呼吸窘迫(＜92%),2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020101,心跳/呼吸停止,1,1
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020116,外傷後有意識喪失或失憶之現象,3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020119,外傷後無意識喪失或失憶之現象,4,4
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020103,休克,1,1
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020106,血行動力循環不足,2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020113,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020114,急性中樞中度疼痛(4-7),3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020108,急性中樞重度疼痛(8-10),2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020118,急性中樞輕度疼痛(＜4),4,4
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020102,重度呼吸窘迫(＜90%),1,1
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020109,高危險性受傷機轉,2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020120,軟組織挫傷/血腫,5,5
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020104,無意識(GCS3-8),1,1
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020107,意識程度改變(GCS9-13),2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020111,新出現的神經功能缺損,2,2
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020112,輕度呼吸窘迫(92-94%),3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020115,凝血異常-中度或輕度的出血,3,3
外傷,T02,頭部外傷,T0201,頭部鈍傷,T020110,凝血異常-危及生命或肢體的出血,2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020205,中度呼吸窘迫(＜92%),2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020201,心跳/呼吸停止,1,1
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020203,休克,1,1
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020206,血行動力循環不足,2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020208,急性中樞重度疼痛(8-10),2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020202,重度呼吸窘迫(＜90%),1,1
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020204,無意識(GCS3-8),1,1
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020207,意識程度改變(GCS9-13),2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020212,新出現的神經功能缺損,2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020211,凝血異常-危及生命或肢體的出血,2,2
外傷,T02,頭部外傷,T0202,頭部穿刺傷,T020210,頭部槍傷,2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020304,中度呼吸窘迫(＜92%),2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020315,加壓後已止血,3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020302,休克,1,1
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020305,血行動力循環不足,2,2
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020312,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T02,頭部外傷,T0203,頭部撕裂傷、擦傷,T020317,表淺撕裂性/出血已停止,4,4
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131305,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131303,意識程度改變(GCS9-13),2,2
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131307,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131310,凝血異常-中度或輕度的出血,3,3
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131306,凝血異常-危及生命或肢體的出血,2,2
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131313,檢驗數值/檢查結果異常，但無立即危險，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A13,一般和其他,A1314,手術後併發症,A131401,中度呼吸窘迫(＜92%),2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131402,血行動力循環不足,2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131409,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131418,例行檢查，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1314,手術後併發症,A131411,急性中樞中度疼痛(4-7),3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131406,急性中樞重度疼痛(8-10),2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131415,急性中樞輕度疼痛(＜4),4,4
非外傷,A13,一般和其他,A1314,手術後併發症,A131416,急性周邊中度疼痛(4-7),4,4
非外傷,A13,一般和其他,A1314,手術後併發症,A131412,急性周邊重度疼痛(8-10),3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131417,急性周邊輕度疼痛(＜4),5,5
非外傷,A13,一般和其他,A1314,手術後併發症,A131404,發燒(免疫功能缺陷),2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131410,發燒(看起來有病容),3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131414,發燒(看起來無病容),4,4
非外傷,A13,一般和其他,A1314,手術後併發症,A131405,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131403,意識程度改變(GCS9-13),2,2
非外傷,A13,一般和其他,A1314,手術後併發症,A131408,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131413,凝血異常-中度或輕度的出血,3,3
非外傷,A13,一般和其他,A1314,手術後併發症,A131407,凝血異常-危及生命或肢體的出血,2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131504,中度呼吸窘迫(＜92%),2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131502,休克,1,1
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131505,血行動力循環不足,2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131511,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131503,無意識(GCS3-8),1,1
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131507,發燒(免疫功能缺陷),2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131512,發燒(看起來有病容),3,3
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131514,發燒(看起來無病容),4,4
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131508,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131506,意識程度改變(GCS9-13),2,2
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131515,蒼白/貧血，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131510,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131513,凝血異常-中度或輕度的出血,3,3
非外傷,A13,一般和其他,A1315,蒼白/貧血,A131509,凝血異常-危及生命或肢體的出血,2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010105,中度呼吸窘迫(＜92%),2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010101,心跳/呼吸停止,1,1
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010103,休克,1,1
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010106,血行動力循環不足,2,2
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010115,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
外傷,T01,重大外傷,T0101,多重鈍傷/穿刺傷,T010116,急性中樞中度疼痛(4-7),3,3
非外傷,A13,一般和其他,A1306,換藥,A130608,單純換藥，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1306,換藥,A130603,發燒(看起來有病容),3,3
非外傷,A13,一般和其他,A1306,換藥,A130605,發燒(看起來無病容),4,4
非外傷,A13,一般和其他,A1306,換藥,A130601,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1307,拆線,A130702,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A13,一般和其他,A1307,拆線,A130705,急性周邊中度疼痛(4-7),4,4
非外傷,A13,一般和其他,A1307,拆線,A130703,急性周邊重度疼痛(8-10),3,3
非外傷,A13,一般和其他,A1307,拆線,A130707,急性周邊輕度疼痛(＜4),5,5
非外傷,A13,一般和其他,A1307,拆線,A130708,單純拆線，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1307,拆線,A130704,發燒(看起來有病容),3,3
非外傷,A13,一般和其他,A1307,拆線,A130706,發燒(看起來無病容),4,4
非外傷,A13,一般和其他,A1307,拆線,A130701,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1308,影像檢查,A130801,影像檢查，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,P09,皮膚系統,P0904,發紺,P090402,休克,1,1
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130904,中度呼吸窘迫(＜92%),2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130902,休克,1,1
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130905,血行動力循環不足,2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130911,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130913,急性中樞中度疼痛(4-7),3,3
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130909,急性中樞重度疼痛(8-10),2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130916,急性中樞輕度疼痛(＜4),4,4
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130917,急性周邊中度疼痛(4-7),4,4
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130914,急性周邊重度疼痛(8-10),3,3
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130901,重度呼吸窘迫(＜90%),1,1
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130903,無意識(GCS3-8),1,1
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130907,發燒(免疫功能缺陷),2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130912,發燒(看起來有病容),3,3
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130915,發燒(看起來無病容),4,4
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130908,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130906,意識程度改變(GCS9-13),2,2
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130910,輕度呼吸窘迫(92-94%),3,3
非外傷,A13,一般和其他,A1309,醫療裝置問題,A130918,醫療裝置問題(無其他症狀或窘迫徵象)，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A13,一般和其他,A1310,要求開立診斷書,A131001,要求開立診斷書，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1311,要求開藥,A131101,要求開藥，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1312,移除戒指,A131203,急性周邊中度疼痛(4-7),4,4
非外傷,A13,一般和其他,A1312,移除戒指,A131202,急性周邊重度疼痛(8-10),3,3
非外傷,A13,一般和其他,A1312,移除戒指,A131204,急性周邊輕度疼痛(＜4),5,5
非外傷,A13,一般和其他,A1312,移除戒指,A131201,神經受損或肢體血管循環不佳徵象,2,2
非外傷,A13,一般和其他,A1312,移除戒指,A131205,移除戒指，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131301,中度呼吸窘迫(＜92%),2,2
非外傷,A13,一般和其他,A1313,檢驗/檢查結果異常,A131302,血行動力循環不足,2,2
